content,Sentimen,word_count,char_count,punc_count,processed_reviews,normalized_reviews,tokens,stopword_removed,stemmed_reviews,joined_stemmed_reviews,stopword_removed_custom,stemmed_reviews_custom
"nyaman, adem dan bersih",POSITIF,4,20,1,"['nyaman', 'adem', 'dan', 'bersih']","['nyaman', 'adem', 'dan', 'bersih']","['nyaman', 'adem', 'dan', 'bersih']","['nyaman', 'adem', 'bersih']","['nyaman', 'adem', 'bersih']",nyaman adem bersih,"['nyaman', 'adem', 'bersih']","['nyaman', 'adem', 'bersih']"
"Belum coba naik, optimis bisa membantu masyarakat umum, ditengah ekonomi yang sulit, banyak manfaatnya, terima kasih",POSITIF,16,101,4,"['belum', 'coba', 'naik', 'optimis', 'bisa', 'membantu', 'masyarakat', 'umum', 'ditengah', 'ekonomi', 'yang', 'sulit', 'banyak', 'manfaatnya', 'terima', 'kasih']","['belum', 'coba', 'naik', 'optimis', 'bisa', 'membantu', 'masyarakat', 'umum', 'ditengah', 'ekonomi', 'yang', 'sulit', 'banyak', 'manfaatnya', 'terima', 'kasih']","['belum', 'coba', 'naik', 'optimis', 'bisa', 'membantu', 'masyarakat', 'umum', 'ditengah', 'ekonomi', 'yang', 'sulit', 'banyak', 'manfaatnya', 'terima', 'kasih']","['coba', 'optimis', 'membantu', 'masyarakat', 'ditengah', 'ekonomi', 'sulit', 'manfaatnya', 'terima', 'kasih']","['coba', 'optimis', 'bantu', 'masyarakat', 'tengah', 'ekonomi', 'sulit', 'manfaat', 'terima', 'kasih']",coba optimis bantu masyarakat tengah ekonomi sulit manfaat terima kasih,"['coba', 'optimis', 'membantu', 'masyarakat', 'ditengah', 'ekonomi', 'sulit', 'manfaatnya', 'terima', 'kasih']","['coba', 'optimis', 'bantu', 'masyarakat', 'tengah', 'ekonomi', 'sulit', 'manfaat', 'terima', 'kasih']"
tidak ada bangku prioritas untuk penumpang membawa balita,NEGATIF,8,50,0,"['tidak', 'ada', 'bangku', 'prioritas', 'untuk', 'penumpang', 'membawa', 'balita']","['tidak', 'ada', 'bangku', 'prioritas', 'untuk', 'penumpang', 'membawa', 'balita']","['tidak', 'ada', 'bangku', 'prioritas', 'untuk', 'penumpang', 'membawa', 'balita']","['bangku', 'prioritas', 'penumpang', 'membawa', 'balita']","['bangku', 'prioritas', 'tumpang', 'bawa', 'balita']",bangku prioritas tumpang bawa balita,"['bangku', 'prioritas', 'penumpang', 'membawa', 'balita']","['bangku', 'prioritas', 'tumpang', 'bawa', 'balita']"
"Bis nya oke , nyaman, semoga ditambahin lagi unit bis nya, karena tiap naik sering banget penuh",POSITIF,17,79,3,"['bis', 'nya', 'oke', 'nyaman', 'semoga', 'ditambahin', 'lagi', 'unit', 'bis', 'nya', 'karena', 'tiap', 'naik', 'sering', 'banget', 'penuh']","['bus', 'nya', 'baik', 'nyaman', 'semoga', 'ditambahin', 'lagi', 'unit', 'bus', 'nya', 'karena', 'tiap', 'naik', 'sering', 'banget', 'penuh']","['bus', 'nya', 'baik', 'nyaman', 'semoga', 'ditambahin', 'lagi', 'unit', 'bus', 'nya', 'karena', 'tiap', 'naik', 'sering', 'banget', 'penuh']","['bus', 'nya', 'nyaman', 'semoga', 'ditambahin', 'unit', 'bus', 'nya', 'banget', 'penuh']","['bus', 'nya', 'nyaman', 'moga', 'ditambahin', 'unit', 'bus', 'nya', 'banget', 'penuh']",bus nya nyaman moga ditambahin unit bus nya banget penuh,"['bus', 'nyaman', 'semoga', 'ditambahin', 'unit', 'bus', 'banget', 'penuh']","['bus', 'nyaman', 'moga', 'ditambahin', 'unit', 'bus', 'banget', 'penuh']"
"Tolong untuk pelacakan bus jangan menggunakan plat nomer,mending balikin ke awal saja menggunakan kode bus,contohnya L10 ato yg lainnya,karena akan lebih mudah buat penumpang atopun keluarga yg memonitor keluarganya di dalam perjalanan bus,terima kasih",POSITIF,34,219,4,"['tolong', 'untuk', 'pelacakan', 'bus', 'jangan', 'menggunakan', 'plat', 'nomermending', 'balikin', 'ke', 'awal', 'saja', 'menggunakan', 'kode', 'buscontohnya', 'l', 'ato', 'yg', 'lainnyakarena', 'akan', 'lebih', 'mudah', 'buat', 'penumpang', 'atopun', 'keluarga', 'yg', 'memonitor', 'keluarganya', 'di', 'dalam', 'perjalanan', 'busterima', 'kasih']","['tolong', 'untuk', 'pelacakan', 'bus', 'jangan', 'menggunakan', 'plat', 'nomermending', 'balikin', 'ke', 'awal', 'saja', 'menggunakan', 'kode', 'buscontohnya', 'l', 'atau', 'yang', 'lainnyakarena', 'akan', 'lebih', 'mudah', 'buat', 'penumpang', 'atopun', 'keluarga', 'yang', 'memonitor', 'keluarganya', 'di', 'dalam', 'perjalanan', 'busterima', 'kasih']","['tolong', 'untuk', 'pelacakan', 'bus', 'jangan', 'menggunakan', 'plat', 'nomermending', 'balikin', 'ke', 'awal', 'saja', 'menggunakan', 'kode', 'buscontohnya', 'l', 'atau', 'yang', 'lainnyakarena', 'akan', 'lebih', 'mudah', 'buat', 'penumpang', 'atopun', 'keluarga', 'yang', 'memonitor', 'keluarganya', 'di', 'dalam', 'perjalanan', 'busterima', 'kasih']","['tolong', 'pelacakan', 'bus', 'plat', 'nomermending', 'balikin', 'kode', 'buscontohnya', 'l', 'lainnyakarena', 'mudah', 'penumpang', 'atopun', 'keluarga', 'memonitor', 'keluarganya', 'perjalanan', 'busterima', 'kasih']","['tolong', 'lacak', 'bus', 'plat', 'nomermending', 'balikin', 'kode', 'buscontohnya', 'l', 'lainnyakarena', 'mudah', 'tumpang', 'ato', 'keluarga', 'monitor', 'keluarga', 'jalan', 'busterima', 'kasih']",tolong lacak bus plat nomermending balikin kode buscontohnya l lainnyakarena mudah tumpang ato keluarga monitor keluarga jalan busterima kasih,"['tolong', 'pelacakan', 'bus', 'plat', 'nomermending', 'balikin', 'kode', 'buscontohnya', 'l', 'lainnyakarena', 'mudah', 'penumpang', 'atopun', 'keluarga', 'memonitor', 'keluarganya', 'perjalanan', 'busterima', 'kasih']","['tolong', 'lacak', 'bus', 'plat', 'nomermending', 'balikin', 'kode', 'buscontohnya', 'l', 'lainnyakarena', 'mudah', 'tumpang', 'ato', 'keluarga', 'monitor', 'keluarga', 'jalan', 'busterima', 'kasih']"
Baik,POSITIF,1,4,0,['baik'],['baik'],['baik'],[],[],,[],[]
Sangat membantu masarakat kalau bepergian atau bertaktifitas,POSITIF,7,54,0,"['sangat', 'membantu', 'masarakat', 'kalau', 'bepergian', 'atau', 'bertaktifitas']","['sangat', 'membantu', 'masarakat', 'kalau', 'bepergian', 'atau', 'bertaktifitas']","['sangat', 'membantu', 'masarakat', 'kalau', 'bepergian', 'atau', 'bertaktifitas']","['membantu', 'masarakat', 'bepergian', 'bertaktifitas']","['bantu', 'masarakat', 'pergi', 'bertaktifitas']",bantu masarakat pergi bertaktifitas,"['membantu', 'masarakat', 'bepergian', 'bertaktifitas']","['bantu', 'masarakat', 'pergi', 'bertaktifitas']"
"Tlg armadanya di tambah penumpang sangat antusias Juga haltenya di tambah lagi,dan juga gitu halte nya yg dekat lokasi keramean",POSITIF,20,108,1,"['tlg', 'armadanya', 'di', 'tambah', 'penumpang', 'sangat', 'antusias', 'juga', 'haltenya', 'di', 'tambah', 'lagidan', 'juga', 'gitu', 'halte', 'nya', 'yg', 'dekat', 'lokasi', 'keramean']","['tolong', 'armadanya', 'di', 'tambah', 'penumpang', 'sangat', 'antusias', 'juga', 'haltenya', 'di', 'tambah', 'lagidan', 'juga', 'gitu', 'halte', 'nya', 'yang', 'dekat', 'lokasi', 'keramean']","['tolong', 'armadanya', 'di', 'tambah', 'penumpang', 'sangat', 'antusias', 'juga', 'haltenya', 'di', 'tambah', 'lagidan', 'juga', 'gitu', 'halte', 'nya', 'yang', 'dekat', 'lokasi', 'keramean']","['tolong', 'armadanya', 'penumpang', 'antusias', 'haltenya', 'lagidan', 'gitu', 'halte', 'nya', 'lokasi', 'keramean']","['tolong', 'armada', 'tumpang', 'antusias', 'halte', 'lagidan', 'gitu', 'halte', 'nya', 'lokasi', 'keramean']",tolong armada tumpang antusias halte lagidan gitu halte nya lokasi keramean,"['tolong', 'armadanya', 'penumpang', 'antusias', 'haltenya', 'lagidan', 'gitu', 'halte', 'lokasi', 'keramean']","['tolong', 'armada', 'tumpang', 'antusias', 'halte', 'lagidan', 'gitu', 'halte', 'lokasi', 'keramean']"
Kl bisa di tambahkan haltenya di alun alun kota Sidoarjo,NEGATIF,10,47,0,"['kl', 'bisa', 'di', 'tambahkan', 'haltenya', 'di', 'alun', 'alun', 'kota', 'sidoarjo']","['kl', 'bisa', 'di', 'tambahkan', 'haltenya', 'di', 'alun', 'alun', 'kota', 'sidoarjo']","['kl', 'bisa', 'di', 'tambahkan', 'haltenya', 'di', 'alun', 'alun', 'kota', 'sidoarjo']","['kl', 'tambahkan', 'haltenya', 'alun', 'alun', 'kota', 'sidoarjo']","['kl', 'tambah', 'halte', 'alun', 'alun', 'kota', 'sidoarjo']",kl tambah halte alun alun kota sidoarjo,"['kl', 'tambahkan', 'haltenya', 'alun', 'alun', 'kota', 'sidoarjo']","['kl', 'tambah', 'halte', 'alun', 'alun', 'kota', 'sidoarjo']"
"Aku lihat di tv , di tv sudah ada terus berdoa dan semoga Surabaya ada trans Jatim seperti yang ada di tv (, Jakarta) , akhirnya doa aku terkabul. Saya baru naik bus trans Jatim, bus trans Jawa timur, Aman dan nyaman tidak ada pencurian. Terima kasih ya trans Jatim.",POSITIF,50,217,10,"['aku', 'lihat', 'di', 'tv', 'di', 'tv', 'sudah', 'ada', 'terus', 'berdoa', 'dan', 'semoga', 'surabaya', 'ada', 'trans', 'jatim', 'seperti', 'yang', 'ada', 'di', 'tv', 'jakarta', 'akhirnya', 'doa', 'aku', 'terkabul', 'saya', 'baru', 'naik', 'bus', 'trans', 'jatim', 'bus', 'trans', 'jawa', 'timur', 'aman', 'dan', 'nyaman', 'tidak', 'ada', 'pencurian', 'terima', 'kasih', 'ya', 'trans', 'jatim']","['aku', 'lihat', 'di', 'tv', 'di', 'tv', 'sudah', 'ada', 'terus', 'berdoa', 'dan', 'semoga', 'surabaya', 'ada', 'trans', 'jatim', 'seperti', 'yang', 'ada', 'di', 'tv', 'jakarta', 'akhirnya', 'doa', 'aku', 'terkabul', 'saya', 'baru', 'naik', 'bus', 'trans', 'jatim', 'bus', 'trans', 'jawa', 'timur', 'aman', 'dan', 'nyaman', 'tidak', 'ada', 'pencurian', 'terima', 'kasih', 'iya', 'trans', 'jatim']","['aku', 'lihat', 'di', 'tv', 'di', 'tv', 'sudah', 'ada', 'terus', 'berdoa', 'dan', 'semoga', 'surabaya', 'ada', 'trans', 'jatim', 'seperti', 'yang', 'ada', 'di', 'tv', 'jakarta', 'akhirnya', 'doa', 'aku', 'terkabul', 'saya', 'baru', 'naik', 'bus', 'trans', 'jatim', 'bus', 'trans', 'jawa', 'timur', 'aman', 'dan', 'nyaman', 'tidak', 'ada', 'pencurian', 'terima', 'kasih', 'iya', 'trans', 'jatim']","['lihat', 'tv', 'tv', 'berdoa', 'semoga', 'surabaya', 'trans', 'jatim', 'tv', 'jakarta', 'doa', 'terkabul', 'bus', 'trans', 'jatim', 'bus', 'trans', 'jawa', 'timur', 'aman', 'nyaman', 'pencurian', 'terima', 'kasih', 'iya', 'trans', 'jatim']","['lihat', 'tv', 'tv', 'doa', 'moga', 'surabaya', 'trans', 'jatim', 'tv', 'jakarta', 'doa', 'kabul', 'bus', 'trans', 'jatim', 'bus', 'trans', 'jawa', 'timur', 'aman', 'nyaman', 'curi', 'terima', 'kasih', 'iya', 'trans', 'jatim']",lihat tv tv doa moga surabaya trans jatim tv jakarta doa kabul bus trans jatim bus trans jawa timur aman nyaman curi terima kasih iya trans jatim,"['lihat', 'tv', 'tv', 'berdoa', 'semoga', 'surabaya', 'trans', 'jatim', 'tv', 'jakarta', 'doa', 'terkabul', 'bus', 'trans', 'jatim', 'bus', 'trans', 'jawa', 'timur', 'aman', 'nyaman', 'pencurian', 'terima', 'kasih', 'iya', 'trans', 'jatim']","['lihat', 'tv', 'tv', 'doa', 'moga', 'surabaya', 'trans', 'jatim', 'tv', 'jakarta', 'doa', 'kabul', 'bus', 'trans', 'jatim', 'bus', 'trans', 'jawa', 'timur', 'aman', 'nyaman', 'curi', 'terima', 'kasih', 'iya', 'trans', 'jatim']"
bus nya lama ya datangnya saya nunggu dari halte tanggulangin sedangkan bus nya banyak berhenti di terminal porong ngak jalan jalan,NEGATIF,21,111,0,"['bus', 'nya', 'lama', 'ya', 'datangnya', 'saya', 'nunggu', 'dari', 'halte', 'tanggulangin', 'sedangkan', 'bus', 'nya', 'banyak', 'berhenti', 'di', 'terminal', 'porong', 'ngak', 'jalan', 'jalan']","['bus', 'nya', 'lama', 'iya', 'datangnya', 'saya', 'menunggu', 'dari', 'halte', 'tanggulangin', 'sedangkan', 'bus', 'nya', 'banyak', 'berhenti', 'di', 'terminal', 'porong', 'ngak', 'jalan', 'jalan']","['bus', 'nya', 'lama', 'iya', 'datangnya', 'saya', 'menunggu', 'dari', 'halte', 'tanggulangin', 'sedangkan', 'bus', 'nya', 'banyak', 'berhenti', 'di', 'terminal', 'porong', 'ngak', 'jalan', 'jalan']","['bus', 'nya', 'iya', 'datangnya', 'menunggu', 'halte', 'tanggulangin', 'bus', 'nya', 'berhenti', 'terminal', 'porong', 'ngak', 'jalan', 'jalan']","['bus', 'nya', 'iya', 'datang', 'tunggu', 'halte', 'tanggulangin', 'bus', 'nya', 'henti', 'terminal', 'porong', 'ngak', 'jalan', 'jalan']",bus nya iya datang tunggu halte tanggulangin bus nya henti terminal porong ngak jalan jalan,"['bus', 'iya', 'datangnya', 'menunggu', 'halte', 'tanggulangin', 'bus', 'berhenti', 'terminal', 'porong', 'ngak', 'jalan', 'jalan']","['bus', 'iya', 'datang', 'tunggu', 'halte', 'tanggulangin', 'bus', 'henti', 'terminal', 'porong', 'ngak', 'jalan', 'jalan']"
"Layanan mantap,,murah,bersih,crew ramah,tepat jam brangkat.",POSITIF,5,55,6,"['layanan', 'mantapmurahbersihcrew', 'ramahtepat', 'jam', 'brangkat']","['layanan', 'mantapmurahbersihcrew', 'ramahtepat', 'jam', 'brangkat']","['layanan', 'mantapmurahbersihcrew', 'ramahtepat', 'jam', 'brangkat']","['layanan', 'mantapmurahbersihcrew', 'ramahtepat', 'jam', 'brangkat']","['layan', 'mantapmurahbersihcrew', 'ramahtepat', 'jam', 'brangkat']",layan mantapmurahbersihcrew ramahtepat jam brangkat,"['layanan', 'mantapmurahbersihcrew', 'ramahtepat', 'jam', 'brangkat']","['layan', 'mantapmurahbersihcrew', 'ramahtepat', 'jam', 'brangkat']"
Mantap belom pakai aplikasi ini langsung kasih bintang 5 percaya dengan komentar orang,POSITIF,13,74,0,"['mantap', 'belom', 'pakai', 'aplikasi', 'ini', 'langsung', 'kasih', 'bintang', 'percaya', 'dengan', 'komentar', 'orang']","['mantap', 'belom', 'pakai', 'aplikasi', 'ini', 'langsung', 'kasih', 'bintang', 'percaya', 'dengan', 'komentar', 'orang']","['mantap', 'belom', 'pakai', 'aplikasi', 'ini', 'langsung', 'kasih', 'bintang', 'percaya', 'dengan', 'komentar', 'orang']","['mantap', 'belom', 'pakai', 'aplikasi', 'langsung', 'kasih', 'bintang', 'percaya', 'komentar', 'orang']","['mantap', 'bom', 'pakai', 'aplikasi', 'langsung', 'kasih', 'bintang', 'percaya', 'komentar', 'orang']",mantap bom pakai aplikasi langsung kasih bintang percaya komentar orang,"['mantap', 'belom', 'pakai', 'aplikasi', 'langsung', 'kasih', 'bintang', 'percaya', 'komentar', 'orang']","['mantap', 'bom', 'pakai', 'aplikasi', 'langsung', 'kasih', 'bintang', 'percaya', 'komentar', 'orang']"
Untuk halte nya tolong dong tambahin di medaeng dan untuk pembayaran nya agak sulit,NEGATIF,14,70,0,"['untuk', 'halte', 'nya', 'tolong', 'dong', 'tambahin', 'di', 'medaeng', 'dan', 'untuk', 'pembayaran', 'nya', 'agak', 'sulit']","['untuk', 'halte', 'nya', 'tolong', '', 'tambahin', 'di', 'medaeng', 'dan', 'untuk', 'pembayaran', 'nya', 'agak', 'sulit']","['untuk', 'halte', 'nya', 'tolong', '', 'tambahin', 'di', 'medaeng', 'dan', 'untuk', 'pembayaran', 'nya', 'agak', 'sulit']","['halte', 'nya', 'tolong', '', 'tambahin', 'medaeng', 'pembayaran', 'nya', 'sulit']","['halte', 'nya', 'tolong', '', 'tambahin', 'medaeng', 'bayar', 'nya', 'sulit']",halte nya tolong  tambahin medaeng bayar nya sulit,"['halte', 'tolong', '', 'tambahin', 'medaeng', 'pembayaran', 'sulit']","['halte', 'tolong', '', 'tambahin', 'medaeng', 'bayar', 'sulit']"
"Busnya enak, cuma kalo pas sabtu atau senin pagi penumpang banyak yang tdk tersangkut, mohon pihak management untuk mencari solusi saat jam jam sibuk, kasian mereka jadi terlambat kerja",POSITIF,29,157,3,"['busnya', 'enak', 'cuma', 'kalo', 'pas', 'sabtu', 'atau', 'senin', 'pagi', 'penumpang', 'banyak', 'yang', 'tdk', 'tersangkut', 'mohon', 'pihak', 'management', 'untuk', 'mencari', 'solusi', 'saat', 'jam', 'jam', 'sibuk', 'kasian', 'mereka', 'jadi', 'terlambat', 'kerja']","['busnya', 'enak', 'hanya', 'kalo', 'pas', 'sabtu', 'atau', 'senin', 'pagi', 'penumpang', 'banyak', 'yang', 'tidak', 'tersangkut', 'mohon', 'pihak', 'management', 'untuk', 'mencari', 'solusi', 'saat', 'jam', 'jam', 'sibuk', 'kasian', 'mereka', 'jadi', 'terlambat', 'kerja']","['busnya', 'enak', 'hanya', 'kalo', 'pas', 'sabtu', 'atau', 'senin', 'pagi', 'penumpang', 'banyak', 'yang', 'tidak', 'tersangkut', 'mohon', 'pihak', 'management', 'untuk', 'mencari', 'solusi', 'saat', 'jam', 'jam', 'sibuk', 'kasian', 'mereka', 'jadi', 'terlambat', 'kerja']","['busnya', 'enak', 'kalo', 'pas', 'sabtu', 'senin', 'pagi', 'penumpang', 'tersangkut', 'mohon', 'management', 'mencari', 'solusi', 'jam', 'jam', 'sibuk', 'kasian', 'terlambat', 'kerja']","['bus', 'enak', 'kalo', 'pas', 'sabtu', 'senin', 'pagi', 'tumpang', 'sangkut', 'mohon', 'management', 'cari', 'solusi', 'jam', 'jam', 'sibuk', 'kasi', 'lambat', 'kerja']",bus enak kalo pas sabtu senin pagi tumpang sangkut mohon management cari solusi jam jam sibuk kasi lambat kerja,"['busnya', 'enak', 'kalo', 'pas', 'sabtu', 'senin', 'pagi', 'penumpang', 'tersangkut', 'mohon', 'management', 'mencari', 'solusi', 'jam', 'jam', 'sibuk', 'kasian', 'terlambat', 'kerja']","['bus', 'enak', 'kalo', 'pas', 'sabtu', 'senin', 'pagi', 'tumpang', 'sangkut', 'mohon', 'management', 'cari', 'solusi', 'jam', 'jam', 'sibuk', 'kasi', 'lambat', 'kerja']"
Ini gimana sih ga ada rute Gresik - Sby kah? Aku nunggu mulai jam 8 malam sampai jam 21.40 ga ada bis yang lewat yang lewat hanya dari sby - Gresik aja yang lewat mau naik di bis itu katanya rute nya berbeda tolong dong ini orang banyak yang nunggu bikin kecewa aja nunggu malam2 juga. Katanya rute terakhir jam 21.00 tetapi aku nunggu mulai jam 20.00 gada bis arah sby lewat adanya dari sby ke Gresik aja,NEGATIF,78,328,7,"['ini', 'gimana', 'sih', 'ga', 'ada', 'rute', 'gresik', 'sby', 'kah', 'aku', 'nunggu', 'mulai', 'jam', 'malam', 'sampai', 'jam', 'ga', 'ada', 'bis', 'yang', 'lewat', 'yang', 'lewat', 'hanya', 'dari', 'sby', 'gresik', 'aja', 'yang', 'lewat', 'mau', 'naik', 'di', 'bis', 'itu', 'katanya', 'rute', 'nya', 'berbeda', 'tolong', 'dong', 'ini', 'orang', 'banyak', 'yang', 'nunggu', 'bikin', 'kecewa', 'aja', 'nunggu', 'malam', 'juga', 'katanya', 'rute', 'terakhir', 'jam', 'tetapi', 'aku', 'nunggu', 'mulai', 'jam', 'gada', 'bis', 'arah', 'sby', 'lewat', 'adanya', 'dari', 'sby', 'ke', 'gresik', 'aja']","['ini', 'bagaimana', '', 'tidak', 'ada', 'rute', 'gresik', 'sby', 'kah', 'aku', 'menunggu', 'mulai', 'jam', 'malam', 'sampai', 'jam', 'tidak', 'ada', 'bus', 'yang', 'lewat', 'yang', 'lewat', 'hanya', 'dari', 'sby', 'gresik', 'saja', 'yang', 'lewat', 'mau', 'naik', 'di', 'bus', 'itu', 'katanya', 'rute', 'nya', 'berbeda', 'tolong', '', 'ini', 'orang', 'banyak', 'yang', 'menunggu', 'bikin', 'kecewa', 'saja', 'menunggu', 'malam', 'juga', 'katanya', 'rute', 'terakhir', 'jam', 'tetapi', 'aku', 'menunggu', 'mulai', 'jam', 'gada', 'bus', 'arah', 'sby', 'lewat', 'adanya', 'dari', 'sby', 'ke', 'gresik', 'saja']","['ini', 'bagaimana', '', 'tidak', 'ada', 'rute', 'gresik', 'sby', 'kah', 'aku', 'menunggu', 'mulai', 'jam', 'malam', 'sampai', 'jam', 'tidak', 'ada', 'bus', 'yang', 'lewat', 'yang', 'lewat', 'hanya', 'dari', 'sby', 'gresik', 'saja', 'yang', 'lewat', 'mau', 'naik', 'di', 'bus', 'itu', 'katanya', 'rute', 'nya', 'berbeda', 'tolong', '', 'ini', 'orang', 'banyak', 'yang', 'menunggu', 'bikin', 'kecewa', 'saja', 'menunggu', 'malam', 'juga', 'katanya', 'rute', 'terakhir', 'jam', 'tetapi', 'aku', 'menunggu', 'mulai', 'jam', 'gada', 'bus', 'arah', 'sby', 'lewat', 'adanya', 'dari', 'sby', 'ke', 'gresik', 'saja']","['', 'rute', 'gresik', 'sby', 'kah', 'menunggu', 'jam', 'malam', 'jam', 'bus', 'sby', 'gresik', 'bus', 'rute', 'nya', 'berbeda', 'tolong', '', 'orang', 'menunggu', 'bikin', 'kecewa', 'menunggu', 'malam', 'rute', 'jam', 'menunggu', 'jam', 'gada', 'bus', 'arah', 'sby', 'sby', 'gresik']","['', 'rute', 'gresik', 'sby', 'kah', 'tunggu', 'jam', 'malam', 'jam', 'bus', 'sby', 'gresik', 'bus', 'rute', 'nya', 'beda', 'tolong', '', 'orang', 'tunggu', 'bikin', 'kecewa', 'tunggu', 'malam', 'rute', 'jam', 'tunggu', 'jam', 'gada', 'bus', 'arah', 'sby', 'sby', 'gresik']", rute gresik sby kah tunggu jam malam jam bus sby gresik bus rute nya beda tolong  orang tunggu bikin kecewa tunggu malam rute jam tunggu jam gada bus arah sby sby gresik,"['', 'rute', 'gresik', 'sby', 'kah', 'menunggu', 'jam', 'malam', 'jam', 'bus', 'sby', 'gresik', 'bus', 'rute', 'berbeda', 'tolong', '', 'orang', 'menunggu', 'bikin', 'kecewa', 'menunggu', 'malam', 'rute', 'jam', 'menunggu', 'jam', 'gada', 'bus', 'arah', 'sby', 'sby', 'gresik']","['', 'rute', 'gresik', 'sby', 'kah', 'tunggu', 'jam', 'malam', 'jam', 'bus', 'sby', 'gresik', 'bus', 'rute', 'beda', 'tolong', '', 'orang', 'tunggu', 'bikin', 'kecewa', 'tunggu', 'malam', 'rute', 'jam', 'tunggu', 'jam', 'gada', 'bus', 'arah', 'sby', 'sby', 'gresik']"
"sya merasa keberatan dengan konektur trans jatim, seharusnya ketika nyampai di halte, yg pertama dulu dahulukan naik bkan yg bru datang.",NEGATIF,21,116,3,"['sya', 'merasa', 'keberatan', 'dengan', 'konektur', 'trans', 'jatim', 'seharusnya', 'ketika', 'nyampai', 'di', 'halte', 'yg', 'pertama', 'dulu', 'dahulukan', 'naik', 'bkan', 'yg', 'bru', 'datang']","['sya', 'merasa', 'keberatan', 'dengan', 'konektur', 'trans', 'jatim', 'seharusnya', 'ketika', 'nyampai', 'di', 'halte', 'yang', 'pertama', 'dulu', 'dahulukan', 'naik', 'bkan', 'yang', 'bru', 'datang']","['sya', 'merasa', 'keberatan', 'dengan', 'konektur', 'trans', 'jatim', 'seharusnya', 'ketika', 'nyampai', 'di', 'halte', 'yang', 'pertama', 'dulu', 'dahulukan', 'naik', 'bkan', 'yang', 'bru', 'datang']","['sya', 'keberatan', 'konektur', 'trans', 'jatim', 'nyampai', 'halte', 'dahulukan', 'bkan', 'bru']","['sya', 'berat', 'konektur', 'trans', 'jatim', 'nyampai', 'halte', 'dahulu', 'bkan', 'bru']",sya berat konektur trans jatim nyampai halte dahulu bkan bru,"['sya', 'keberatan', 'konektur', 'trans', 'jatim', 'nyampai', 'halte', 'dahulukan', 'bkan', 'bru']","['sya', 'berat', 'konektur', 'trans', 'jatim', 'nyampai', 'halte', 'dahulu', 'bkan', 'bru']"
Bos tolong Utuk halte Romokalisari kpn dibangun .....,NEGATIF,8,46,5,"['bos', 'tolong', 'utuk', 'halte', 'romokalisari', 'kpn', 'dibangun']","['bos', 'tolong', 'utuk', 'halte', 'romokalisari', 'kapan', 'dibangun']","['bos', 'tolong', 'utuk', 'halte', 'romokalisari', 'kapan', 'dibangun']","['bos', 'tolong', 'utuk', 'halte', 'romokalisari', 'dibangun']","['bos', 'tolong', 'utuk', 'halte', 'romokalisari', 'bangun']",bos tolong utuk halte romokalisari bangun,"['bos', 'tolong', 'utuk', 'halte', 'romokalisari', 'dibangun']","['bos', 'tolong', 'utuk', 'halte', 'romokalisari', 'bangun']"
Didownload 99% lalu batal. Ntah servernya gimn.,NEGATIF,7,41,3,"['didownload', 'lalu', 'batal', 'ntah', 'servernya', 'gimn']","['didownload', 'lalu', 'batal', 'ntah', 'servernya', 'gimn']","['didownload', 'lalu', 'batal', 'ntah', 'servernya', 'gimn']","['didownload', 'batal', 'ntah', 'servernya', 'gimn']","['didownload', 'batal', 'ntah', 'servernya', 'gimn']",didownload batal ntah servernya gimn,"['didownload', 'batal', 'ntah', 'servernya', 'gimn']","['didownload', 'batal', 'ntah', 'servernya', 'gimn']"
fungsi 2 kursi biru untuk apa ya?,POSITIF,7,27,1,"['fungsi', 'kursi', 'biru', 'untuk', 'apa', 'ya']","['fungsi', 'kursi', 'biru', 'untuk', 'apa', 'iya']","['fungsi', 'kursi', 'biru', 'untuk', 'apa', 'iya']","['fungsi', 'kursi', 'biru', 'iya']","['fungsi', 'kursi', 'biru', 'iya']",fungsi kursi biru iya,"['fungsi', 'kursi', 'biru', 'iya']","['fungsi', 'kursi', 'biru', 'iya']"
"Semoga rutenya di tambah sampai di kota tuban,walaupun sampai terminal tuban tak apa",POSITIF,13,72,1,"['semoga', 'rutenya', 'di', 'tambah', 'sampai', 'di', 'kota', 'tubanwalaupun', 'sampai', 'terminal', 'tuban', 'tak', 'apa']","['semoga', 'rutenya', 'di', 'tambah', 'sampai', 'di', 'kota', 'tubanwalaupun', 'sampai', 'terminal', 'tuban', 'tak', 'apa']","['semoga', 'rutenya', 'di', 'tambah', 'sampai', 'di', 'kota', 'tubanwalaupun', 'sampai', 'terminal', 'tuban', 'tak', 'apa']","['semoga', 'rutenya', 'kota', 'tubanwalaupun', 'terminal', 'tuban']","['moga', 'rute', 'kota', 'tubanwalaupun', 'terminal', 'tuban']",moga rute kota tubanwalaupun terminal tuban,"['semoga', 'rutenya', 'kota', 'tubanwalaupun', 'terminal', 'tuban']","['moga', 'rute', 'kota', 'tubanwalaupun', 'terminal', 'tuban']"
Keren,POSITIF,1,5,0,['keren'],['keren'],['keren'],['keren'],['keren'],keren,['keren'],['keren']
Keren,POSITIF,1,5,0,['keren'],['keren'],['keren'],['keren'],['keren'],keren,['keren'],['keren']
Ajib,POSITIF,1,4,0,['ajib'],['ajib'],['ajib'],['ajib'],['ajib'],ajib,['ajib'],['ajib']
